region,address,price,total_area,kitchen_area,living_area,rooms_count,floor,floors_number,build_date,isСomplete,complitation_year,house_material,parking,decoration,balcony,longitude,latitude,passenger_elevator,cargo_elevator,metro,metro_distance,metro_transport,district,is_apartments,is_auction
msk,"Москва, Минская улица, 2кА",147000000,161.0,,,5,36,44,2017,,,monolith,underground,,,37.503998,55.716037,4,1,"Минская,Минская,Ломоносовский проспект","13,13,16","walk,walk,walk","Раменки,ЗАО",0,1
msk,"Москва, ЗАО, р-н Очаково-Матвеевское, Нежинская ул., д. 5С1",200000000,385.0,24.0,123.0,6,1,3,2021,,,monolith,underground,,,37.474632,55.715996,,,Минская,7,transport,"Очаково-Матвеевское,ЗАО",0,1
msk,"Россия, Москва, улица Малая Полянка, д. 2",360000000,481.0,40.0,,6,10,10,2007,,,monolithBrick,underground,,,37.61715,55.736523,,,"Полянка,Октябрьская,Добрынинская","3,9,14","walk,walk,walk","Якиманка,ЦАО",,1
msk,"Москва, Москва, Бутиковский пер, 5",426114219,157.0,25.0,,3,2,6,2003,,,monolithBrick,,,1,37.602813,55.738622,1,0,Парк Культуры,10,walk,"Хамовники,ЦАО",,1
msk,"Москва, Южнопортовая улица",28696874,69.3,21.4,24.9,2,18,25,,0,2025,monolith,underground,,,37.71133106502076,55.69330768716866,2,1,"Печатники,Люблино,Печатники","16,3,4","walk,transport,transport","Печатники,ЮВАО",0,0
msk,"Москва, проспект Генерала Дорохова, 39к1Д",74999000,101.0,12.0,80.0,4,9,14,,,,,underground,,,37.497962,55.717868,0,0,"Минская,Ломоносовский проспект","17,6","walk,transport","Раменки,ЗАО",,1
msk,"Москва, Мосфильмовская улица, 1А",76960000,59.2,,,2,6,12,2020,,,monolith,underground,,,37.525684,55.718902,1,1,"Ломоносовский проспект,Воробьёвы горы,Киевская","4,7,7","transport,transport,transport","Раменки,ЗАО",0,1
msk,"Москва, Мосфильмовская улица, 1А",82500000,66.0,,,2,3,8,2020,,,monolith,underground,,,37.525684,55.718902,2,,"Ломоносовский проспект,Раменки,Воробьёвы горы","4,6,7","transport,transport,transport","Раменки,ЗАО",0,1
msk,"Москва, переулок Плотников, д.21, к.1",140000000,201.0,20.0,130.0,4,3,6,2004,,,,underground,,,37.587685,55.747307,1,,Смоленская,4,walk,"Арбат,ЦАО",0,1
msk,"Москва, Мосфильмовская улица",144170000,110.9,,,3,6,12,2020,,,monolith,underground,,,37.525684,55.718902,1,1,"Ломоносовский проспект,Воробьёвы горы,Киевская","4,7,7","transport,transport,transport","Раменки,ЗАО",0,1
msk,"Москва, Мосфильмовская улица, 1А",204120000,170.1,,,5,6,12,2020,,,monolith,underground,,,37.525684,55.718902,,,"Ломоносовский проспект,Воробьёвы горы,Киевская","4,7,7","transport,transport,transport","Раменки,ЗАО",0,1
msk,"Москва, Мосфильмовская улица, 1А",231523500,150.0,,,4,8,9,2020,,,monolith,underground,,,37.525684,55.718902,1,1,"Ломоносовский проспект,Воробьёвы горы,Киевская","4,7,7","transport,transport,transport","Раменки,ЗАО",0,1
msk,"Москва, Хилков пер., д. 5",290000000,158.6,15.0,,3,3,6,2008,,,,underground,,,37.597001,55.738368,1,,Кропоткинская,11,walk,"Хамовники,ЦАО",0,1
msk,"Москва, Мосфильмовская улица, 1А",295554000,191.0,,,5,8,9,2020,,,monolith,underground,,,37.525684,55.718902,1,1,"Ломоносовский проспект,Воробьёвы горы,Киевская","4,7,7","transport,transport,transport","Раменки,ЗАО",0,1
msk,"Москва, Мосфильмовская улица, 1А",296000000,239.0,,,6,3,8,2020,,,monolith,underground,,,37.525684,55.718902,2,,"Ломоносовский проспект,Раменки,Воробьёвы горы","4,6,7","transport,transport,transport","Раменки,ЗАО",0,1
msk,"Москва, Мосфильмовская улица, 1А",380000000,304.0,,,6,3,8,2020,,,monolith,underground,,,37.525684,55.718902,2,,"Ломоносовский проспект,Раменки,Воробьёвы горы","4,6,7","transport,transport,transport","Раменки,ЗАО",0,1
msk,"Москва, Профсоюзная улица, 2/22",28651672,46.5,19.2,15.7,2,6,19,,0,2025,monolith,multilevel,without,,37.5722686230033,55.6873794088463,1,1,"Академическая,Профсоюзная,Новые Черёмушки","2,14,13","walk,walk,transport","Академический,ЮЗАО",0,0
msk,"Москва, проспект Генерала Дорохова, 39к1Г",42500000,81.0,16.0,40.0,3,9,14,2021,,,monolith,underground,,,37.497557,55.717452,1,1,"Минская,Ломоносовский проспект,Славянский бульвар","5,6,12","transport,transport,transport","Раменки,ЗАО",,1
msk,"Москва, проспект Генерала Дорохова, 39к1А",72250000,93.0,14.0,66.0,4,12,14,2021,,,monolith,underground,,,37.49665,55.71806,2,2,"Минская,Славянский бульвар","5,12","transport,transport","Раменки,ЗАО",,1
msk,"Москва, просп. Генерала Дорохова, 39к1Д",75000000,101.1,12.0,80.0,3,9,12,2021,,,monolithBrick,underground,,,37.497962,55.717868,1,,"Минская,Ломоносовский проспект","17,6","walk,transport","Раменки,ЗАО",0,1
msk,"Москва, Большая Никитская, 45",1200000000,640.0,50.0,300.0,5,6,6,,,,monolith,underground,,1,37.590632,55.757526,1,,Баррикадная,11,walk,"Пресненский,ЦАО",0,1
msk,"Москва, Северо-Западный административный округ, район Покровское-Стрешнево, жилой комплекс Сити Бэй, квартал Атлантик",18901739,53.1,22.6,22.5,2,12,53,,0,2025,monolith,underground,,,37.3993090575313,55.831292296346,1,1,"Трикотажная,Тушинская","6,3","walk,transport","Покровское-Стрешнево,СЗАО",0,0
msk,"Россия, Москва, Большая Пионерская улица, 42",25800000,71.4,8.4,61.0,3,5,5,1960,,,brick,,,1,37.634101,55.724941,,,"Серпуховская,Павелецкая,Добрынинская","8,9,15","walk,walk,walk","Замоскворечье,ЦАО",0,1
msk,"Москва, улица Лобачевского",33754820,78.1,27.7,26.7,2,4,49,,0,2025,monolith,,without,,37.4763408591365,55.6938491431458,1,1,"Мичуринский проспект,Мичуринский проспект,Аминьевская","12,14,19","walk,walk,walk","Раменки,ЗАО",0,0
msk,"Россия, Москва, Мичуринский проспект, 19к1",52500000,150.0,,,5,13,18,2002,,,panel,underground,,,37.505274,55.697975,2,,"Раменки,Ломоносовский проспект,Мичуринский проспект","5,14,4","walk,walk,transport","Раменки,ЗАО",0,1
msk,"Москва, Шелепихинская наб., д. 34 к. 2",57000000,99.0,7.0,,3,2,19,2018,,,,,,,37.50911,55.762753,2,,Шелепиха,19,walk,"Хорошево-Мневники,СЗАО",0,1
msk,"Москва, Москва, Петровско-Разумовская аллея, 10к2",58000000,120.8,15.0,,3,9,16,2004,,,monolith,,,1,37.5615,55.793272,1,0,Динамо,7,walk,"Аэропорт,САО",,1
msk,"Москва, Арбат, 47/23",64000000,95.0,14.0,67.3,4,5,6,,,,brick,ground,,,37.587623,55.748007,1,,"Смоленская,Арбатская","4,16","walk,walk","Арбат,ЦАО",0,1
msk,"Москва, улица Авиационная, 79кБ",100000000,203.0,,162.0,5,18,35,,,,monolith,,,,37.448276,55.80826,2,1,Щукинская,16,walk,"Щукино,СЗАО",0,1
msk,"Россия, г. Москва, Спасоналивковский 1-ый пер., д. 18, стр. 2",128236809,130.0,,,3,4,9,,,,,,,,37.614752,55.733918,,,"Полянка,Октябрьская","5,6","walk,walk","Якиманка,ЦАО",0,1
msk,"Москва, Бахрушина улица, д. 13",130000000,135.0,10.0,,3,7,9,2005,,,,underground,,,37.635593,55.735505,1,,Павелецкая,9,walk,"Замоскворечье,ЦАО",0,1
msk,"Москва, Афанасьевский Б. переулок, д. 30",181325199,182.5,24.0,107.0,4,1,4,1912,,,,underground,,,37.597459,55.75019,1,,"Арбатская,Кропоткинская","6,9","walk,walk","Арбат,ЦАО",0,1
msk,"Москва, Москва, Большой Афанасьевский пер, 28",590000000,340.0,10.0,,6,7,8,2012,,,monolith,,,1,37.597872,55.749603,,,Арбатская,7,walk,"Арбат,ЦАО",,1
msk,"Москва, улица Академика Королёва, 21",17370000,24.9,,,,24,26,,0,2024,monolith,underground,,,37.6022541586287,55.8205830303055,1,1,"Бутырская,Улица Милашенкова,Фонвизинская","12,14,18","walk,walk,walk","Марфино,СВАО",0,0
msk,"Москва, Б. Дорогомиловская ул., 16",19900000,41.2,7.0,29.2,2,3,9,,,,brick,open,,1,37.557547,55.74673,0,0,"Киевская,Студенческая,Смоленская","2,2,3","transport,transport,transport","Дорогомилово,ЗАО",,1
msk,"Москва, Красногвардейский б-р, д. 1",22000000,57.0,7.0,,2,9,14,1970,,,brick,,,,37.542653,55.757997,2,,"Шелепиха,Деловой центр,Выставочная","16,18,4","walk,walk,transport","Пресненский,ЦАО",0,1
msk,"Москва, Волгоградский проспект",23332071,59.2,,,2,13,29,,0,2024,monolithBrick,underground,,1,37.6886643862296,55.7199768368676,1,1,"Угрешская,Волгоградский проспект","11,3","walk,transport","Южнопортовый,ЮВАО",0,0
msk,"Москва, улица Золоторожский Вал",27392210,73.3,21.5,31.2,2,21,27,,0,2025,monolith,underground,without,,37.6929382011096,55.7520340720349,1,1,"Римская,Площадь Ильича,Москва-Товарная","17,17,19","walk,walk,walk","Лефортово,ЮВАО",0,0
msk,"Москва, Шеногина ул., д. 2",30000000,64.0,7.0,,2,11,20,,,,,,,,37.503756,55.767868,21,3,Шелепиха,18,walk,"Хорошево-Мневники,СЗАО",0,1
msk,"Москва, улица Нижние Мнёвники",34839870,56.9,12.7,26.6,2,17,22,,0,2025,monolith,underground,without,,37.4530314296612,55.7490842942989,1,1,"Терехово ,Мнёвники,Молодёжная","16,3,5","walk,transport,transport","Хорошево-Мневники,СЗАО",0,0
msk,"Москва, проспект Ленинградский, д.29, к.1",40000000,75.7,5.0,40.0,3,7,17,2018,,,,,,,37.564033,55.785169,1,1,"Петровский Парк,Динамо,Белорусская","7,7,3","walk,walk,transport","Беговой,САО",1,1
msk,"Москва, Черногрязская 2-я улица, д. 6 к. 4",49100000,55.7,7.0,,2,4,21,2017,,,,,,,37.548151,55.761629,1,,Улица 1905 года,15,walk,"Пресненский,ЦАО",0,1
msk,"Москва, Саввинская наб., 5",50000000,77.0,11.0,56.0,2,2,3,1895,,,brick,open,,0,37.57059,55.73777,0,0,"Киевская,Фрунзенская,Смоленская","11,17,20","walk,walk,walk","Хамовники,ЦАО",,1
msk,"Москва, проспект Генерала Дорохова, дом 39к1",50000000,70.2,,,3,10,14,2023,,,,,,,37.49665,55.71806,,,Минская,5,transport,"Раменки,ЗАО",,1
msk,"Москва, Нежинская, 5к2",60000000,90.0,20.0,60.0,4,9,25,2021,,,monolith,underground,,,37.474695,55.714506,2,,Минская,7,transport,"Очаково-Матвеевское,ЗАО",0,1
msk,"Москва, Арбат ул., 47/23",64000000,95.0,14.0,68.0,4,5,6,1910,,,brick,open,,0,37.587623,55.748007,1,0,"Смоленская,Кропоткинская,Арбатская","4,13,16","walk,walk,walk","Арбат,ЦАО",,1
msk,"Москва, Жилой Лаки Квартал, к1",63900000,58.54,22.5,31.0,2,3,15,,,,monolith,multilevel,,,37.556352,55.762282,,,"Улица 1905 года,Беговая","7,5","walk,transport","Пресненский,ЦАО",,1
msk,"Москва, Нежинская улица, 5к2",66500000,98.0,11.4,58.9,3,18,25,2021,,,monolith,underground,,,37.474695,55.714506,2,,Минская,7,transport,"Очаково-Матвеевское,ЗАО",0,1
msk,"Москва, Нежинская, 5к2",88000000,88.4,15.0,52.0,3,13,25,2021,,,monolith,underground,,,37.474695,55.714506,2,,Минская,7,transport,"Очаково-Матвеевское,ЗАО",0,1
msk,"Москва, Трехпрудный переулок, 11/13с2",90000000,101.0,25.0,70.0,4,3,6,,,,brick,ground,,,37.595833,55.765478,1,,"Маяковская,Пушкинская","7,7","walk,walk","Пресненский,ЦАО",0,1
spb,"Санкт-Петербург, Заневский проспект",13079999,34.16,13.4,12.3,1,11,14,,0,2024,,,,,30.4342202421448,59.9310787560882,,,,,,"Малая Охта,Красногвардейский",0,0
spb,"Санкт-Петербург, Петроградский район, Малый проспект Петроградской стороны, 16",39990000,142.1,59.1,42.0,3,6,6,2009,,,,,,,30.290563,59.954818,,,,,,"Петровский,Петроградский",1,1
spb,"Санкт-Петербург, Заневский проспект, 65А",12689999,46.3,26.7,14.6,1,11,15,,0,2024,,,fine,,30.43423666997013,59.93209710600549,,,,,,"Малая Охта,Красногвардейский",1,0
spb,"Санкт-Петербург, Петроградский район, Петровский проспект, 11к2",41500000,115.4,37.2,46.0,3,5,9,2021,,,monolith,,,,30.259598,59.961255,,,"Крестовский остров,Чкаловская","18,4","walk,transport","Петровский,Петроградский",0,1
spb,"Санкт-Петербург, улица Шостаковича",9914544,34.5,15.9,10.3,1,10,16,,0,2026,monolith,underground,fine,,30.3312110978692,60.0605205521894,,,"Проспект Просвещения,Парнас,Озерки","17,5,8","walk,transport,transport","Шувалово-Озерки,Выборгский",0,0
spb,"Россия, Санкт-Петербург, набережная Мартынова, 74Д",58320000,201.8,19.8,107.1,3,1,6,2009,,,,,,,30.250031,59.974779,1,,Крестовский остров,10,walk,"Чкаловское,Петроградский",0,1
spb,"г. Санкт-Петербург, Заневский проспект",19019999,58.17,15.3,24.9,2,10,14,,0,2024,,underground,,,30.432886338108027,59.93152472989683,2,1,,,,"Малая Охта,Красногвардейский",0,0
spb,"Санкт-Петербург, Большая Разночинная улица, 21",64824000,108.04,31.5,45.0,3,9,9,,0,2024,monolith,,without,,30.288002,59.960778,1,,"Чкаловская,Спортивная,Горьковская","4,16,4","walk,walk,transport","Чкаловское,Петроградский",0,1
spb,"Санкт-Петербург, Заневский проспект, 65А",13729999,43.1,13.6,23.2,2,4,15,,0,2024,,,fine,,30.43423666997013,59.93209710600549,,,,,,"Малая Охта,Красногвардейский",1,0
spb,"Санкт-Петербург, Петроградский район, набережная Гребного канала, 1",271200000,180.8,62.0,50.0,2,1,5,2017,,,monolithBrick,,,,30.243069,59.976765,,,,,,"Чкаловское,Петроградский",1,1
spb,"Санкт-Петербург, улица Шостаковича",12832443,52.8,16.9,20.1,2,2,16,,0,2026,monolith,underground,fine,,30.3312110978692,60.0605205521894,,,"Проспект Просвещения,Парнас,Озерки","17,5,8","walk,transport,transport","Шувалово-Озерки,Выборгский",0,0
spb,"Санкт-Петербург, Петроградский район, набережная Гребного канала, 1",222000000,110.4,46.8,38.0,2,2,5,2016,,,monolithBrick,,,,30.243069,59.976765,,,"Крестовский остров,Зенит","17,5","walk,transport","Чкаловское,Петроградский",1,1
spb,"Санкт-Петербург, Большой Сампсониевский проспект, 32кА-Б",14620824,37.26,,,1,5,10,,0,2026,monolith,,,,30.3398229933605,59.9667986652653,1,1,"Выборгская,Площадь Ленина,Лесная","11,3,6","walk,transport,transport","Сампсониевское,Выборгский",0,0
spb,"Санкт-Петербург, Петроградский район, 1-я Берёзовая аллея, 7",273300000,222.98,40.0,60.0,2,4,4,2017,,,monolithBrick,,,,30.294398,59.97862,,,"Черная речка,Петроградская","13,7","walk,transport","Чкаловское,Петроградский",1,1
spb,"Санкт-Петербург, Московский проспект, 103к6Й",14150000,46.0,13.8,21.8,1,15,16,,0,2024,monolith,underground,fine,,30.3135398498585,59.8904829748532,,,"Московские ворота,Электросила,Фрунзенская","5,19,5","walk,walk,transport","Московская застава,Московский",1,0
spb,"Санкт-Петербург, Петроградский район, 1-я Берёзовая аллея, 7",173893083,151.6,65.0,50.0,2,1,4,2017,,,monolithBrick,,,,30.294398,59.97862,,,"Черная речка,Крестовский остров","12,5","walk,transport","Чкаловское,Петроградский",1,1
spb,"Санкт-Петербург, Большой Сампсониевский проспект, 32кА-Б",19269600,59.2,21.3,22.3,2,2,7,,0,2026,monolith,,,,30.3398229933605,59.9667986652653,,1,"Выборгская,Площадь Ленина,Лесная","11,3,6","walk,transport,transport","Сампсониевское,Выборгский",0,0
spb,"Санкт-Петербург, Константиновский пр-кт, д. 26, литера В",159900000,533.2,35.7,286.1,6,4,4,2001,,,,,,,30.26797,59.971789,,,,,,"Чкаловское,Петроградский",0,1
spb,"Санкт-Петербург, 20-я линия Васильевского острова, 19",29809944,64.44,30.3,13.4,1,3,9,,0,2024,monolith,underground,,1,30.2650035595243,59.9349620833011,,1,"Василеостровская,Адмиралтейская,Приморская","18,7,8","walk,transport,transport","№ 7,Василеостровский",0,0
spb,"Санкт-Петербург, Петроградский район, Петровский проспект, д. 11, к. 3",35500000,109.35,15.8,63.0,3,2,9,2022,,,monolith,,,,30.26062,59.962511,,,"Спортивная,Крестовский остров,Чкаловская","5,5,5","transport,transport,transport","Петровский,Петроградский",0,1
spb,"Санкт-Петербург, улица Шкапина, 43-45, лит. А",11849999,35.99,16.0,11.3,1,2,9,,0,2024,monolithBrick,,,,30.2898598469,59.9037242625,22,,"Балтийская,Нарвская,Фрунзенская","11,14,6","walk,walk,transport","Екатерингофский,Адмиралтейский",0,0
spb,"Санкт-Петербург, Медиков проспект, 10, корп. 5",33500000,83.1,12.3,65.8,3,3,9,,,,,,,,30.315158,59.974622,,,Петроградская,16,walk,"Аптекарский остров,Петроградский",0,1
spb,"Санкт-Петербург, Малоохтинский проспект",16988069,39.59,15.5,11.5,1,7,9,,1,2024,monolith,,without,,30.4035888345767,59.9293082641307,,1,"Новочеркасская,Площадь Александра Невского,Ладожская","5,16,4","walk,walk,transport","Малая Охта,Красногвардейский",0,0
spb,"Санкт-Петербург, Спортивная ул., д. 2, стр. 1",82990000,119.6,20.0,,4,1,6,2018,,,monolith,,,,30.270243,59.966813,1,,Крестовский остров,16,walk,"Чкаловское,Петроградский",0,1
spb,"Санкт-Петербург, 20-я линия Васильевского острова, 19",32233168,78.56,26.3,24.8,2,2,9,,0,2024,monolith,underground,,,30.2650035595243,59.9349620833011,,1,"Спортивная,Адмиралтейская,Приморская","5,7,8","transport,transport,transport","№ 7,Василеостровский",0,0
spb,"Санкт-Петербург, Адмиралтейский район, Галерная улица, 40",20525400,72.4,20.0,35.0,2,1,7,2016,,,monolith,,,,30.2882,59.931368,,,"Василеостровская,Садовая,Адмиралтейская","3,5,5","transport,transport,transport","Адмиралтейский,Адмиралтейский",1,1
spb,"Санкт-Петербург, аллея Академика Лихачёва, 7",20989800,62.1,24.1,14.2,1,3,20,,1,2021,monolith,,without,,30.346546,60.002494,,2,"Площадь Мужества,Пионерская,Политехническая","17,5,5","walk,transport,transport","Светлановское,Выборгский",0,0
spb,"Санкт-Петербург, Галерная ул., д. 40, литера А, помещ 3-Н",20131000,69.9,8.0,,2,2,7,2016,,,,,,,30.2882,59.931368,1,,Адмиралтейская,5,transport,"Адмиралтейский,Адмиралтейский",1,1
spb,"Санкт-Петербург, жилой комплекс Айди Светлановский",8800000,27.53,,16.4,,4,12,,0,2024,monolith,,without,,30.3274265496,60.0065677292,1,1,"Удельная,Пионерская,Озерки","18,3,5","walk,transport,transport","Светлановское,Выборгский",0,1
spb,"Санкт-Петербург, улица Шкапина, 43-45, лит. А",17009999,59.87,20.1,20.1,2,2,9,,0,2024,monolithBrick,,,,30.2898598469,59.9037242625,22,,"Балтийская,Нарвская,Фрунзенская","11,14,6","walk,walk,transport","Екатерингофский,Адмиралтейский",0,0
spb,"Санкт-Петербург, Центральный район, набережная канала Грибоедова, 19",73000000,194.0,30.0,125.0,5,4,6,1876,,,brick,,,,30.326208,59.936224,,,"Гостиный двор,Невский проспект,Адмиралтейская","1,3,10","walk,walk,walk","Дворцовый,Центральный",0,1
spb,"Санкт-Петербург, Малоохтинский проспект",24447900,71.69,21.4,25.9,2,2,9,,1,2024,monolith,,without,,30.4017783435,59.9295021233,,1,"Новочеркасская,Площадь Александра Невского,Ладожская","10,17,4","walk,walk,transport","Малая Охта,Красногвардейский",0,0
spb,"Санкт-Петербург, Центральный район, Смольный проспект, 13",85000000,149.8,23.7,80.0,4,3,5,2017,,,brick,,,,30.395432,59.94435,,,"Новочеркасская,Чернышевская,Площадь Александра Невского","5,5,7","transport,transport,transport","Смольнинское,Центральный",0,1
spb,"Санкт-Петербург, Зеленогорск, Приморское шоссе, 570Л",16225848,47.4,13.8,12.5,1,3,12,,0,2024,monolithBrick,,fine,1,29.6625910085972,60.1917979990791,,,,,,"Зеленогорск,Курортный",1,0
spb,"Санкт-Петербург, Захарьевская ул., д. 41",47355000,86.1,10.0,50.0,2,5,6,2025,,,monolith,,,,30.366785,59.947428,1,1,Чернышевская,10,walk,"Смольнинское,Центральный",0,1
spb,"Санкт-Петербург, аллея Академика Лихачёва, 7",40193640,124.4,,,2,3,20,,1,2021,monolith,,,,30.346546,60.002494,,2,"Площадь Мужества,Пионерская,Политехническая","17,5,5","walk,transport,transport","Светлановское,Выборгский",0,0
spb,"ул. Салова, дом 61, лит. А",9234180,35.38,,19.6,,9,18,2023,,,monolith,,,,30.368551,59.885293,,,"Бухарестская,Волковская,Елизаровская","4,17,5","walk,walk,transport","Волковское,Фрунзенский",1,1
spb,"Санкт-Петербург, Зеленогорск, Приморское шоссе, 570Л",16826400,46.0,13.8,12.5,2,5,12,,0,2024,monolithBrick,,fine,1,29.6625910085972,60.1917979990791,,,,,,"Зеленогорск,Курортный",1,0
spb,"Санкт-Петербург, жилой комплекс Айди Светлановский",11400000,33.01,10.3,14.3,1,4,12,,,2024,monolith,underground,without,,30.3274265495974,60.0065677292286,1,1,"Удельная,Пионерская,Озерки","18,3,5","walk,transport,transport","Светлановское,Выборгский",0,1
spb,"Санкт-Петербург, набережная Чёрной речки, 41",18464200,48.59,23.7,11.4,1,4,9,,0,2025,monolith,,,1,30.3090336587189,59.986000772714,1,1,"Черная речка,Лесная,Выборгская","7,5,5","walk,transport,transport","Чёрная речка,Приморский",0,0
spb,"ул. Салова, дом 61, лит. А",9318402,35.58,,22.8,,9,18,2023,,,monolith,,,,30.368551,59.885293,,,"Бухарестская,Волковская,Международная","2,19,3","walk,walk,transport","Волковское,Фрунзенский",1,1
spb,"Санкт-Петербург, Петровский проспект, 22к2",19118473,39.3,12.7,14.1,1,3,8,,1,2021,monolith,,without,,30.2637303233839,59.9600554472017,,,"Крестовский остров,Чкаловская,Спортивная","3,3,3","transport,transport,transport","Петровский,Петроградский",0,0
spb,"Россия, Санкт-Петербург, Большой проспект Петроградской стороны, 57/1",34000000,107.0,18.0,80.0,5,4,8,1912,,,brick,ground,,0,30.307406,59.96262,1,0,"Петроградская,Горьковская,Чкаловская","8,14,14","walk,walk,walk","Кронверкское,Петроградский",0,1
spb,"Санкт-Петербург, набережная Чёрной речки, 41",23766070,58.76,21.6,22.9,2,6,9,,0,2025,monolith,,,,30.3095379140129,59.9859255115768,1,1,"Черная речка,Лесная,Выборгская","9,5,5","walk,transport,transport","Чёрная речка,Приморский",0,0
spb,"Санкт-Петербург, Петроградский район, Петровский проспект, 2с2",19800000,43.0,19.0,13.0,1,1,6,2018,,,monolithBrick,,,,30.278741,59.953272,,,"Спортивная,Василеостровская,Чкаловская","13,4,5","walk,transport,transport","Петровский,Петроградский",1,1
spb,"Санкт-Петербург, Ивинская улица, 19к1",6234150,34.5,,9.3,1,19,24,,1,2023,monolith,,without,,30.128021,60.032587,,,"Комендантский проспект,Старая Деревня,Беговая","11,12,13","transport,transport,transport","Лахта-Ольгино,Приморский",0,0
spb,"Санкт-Петербург, Петровский пр-кт, д. 22, к. 2, стр. 1",28900000,70.0,14.4,37.8,2,4,8,2021,,,,,,,30.2622,59.959993,1,,"Крестовский остров,Чкаловская,Спортивная","3,3,5","transport,transport,transport","Петровский,Петроградский",0,1
spb,"Санкт-Петербург, Петровский проспект, 22к2",29137942,68.9,16.9,30.7,2,6,8,,1,2022,monolith,,without,,30.2604003273694,59.9606612037655,,,"Крестовский остров,Чкаловская,Спортивная","19,5,5","walk,transport,transport","Петровский,Петроградский",0,0
spb,"ул. Салова, дом 61, лит. А",9880398,39.49,,21.9,,8,18,2023,,,monolith,,,,30.368551,59.885293,,,"Бухарестская,Волковская,Международная","2,19,3","walk,walk,transport","Волковское,Фрунзенский",1,1
spb,"Санкт-Петербург, Лодейнопольская улица, 7",25850733,53.8,13.1,24.8,2,5,9,,,2023,monolithBrick,,without,1,30.290302,59.964426,,,"Чкаловская,Петроградская,Спортивная","5,19,4","walk,walk,transport","Чкаловское,Петроградский",0,0
spb,"Россия, Санкт-Петербург, Ремесленная улица, 17",26000000,65.77,19.0,35.7,2,4,8,2024,,,monolith,underground,,0,30.268671,59.957305,1,1,"Василеостровская,Спортивная,Чкаловская","4,4,5","transport,transport,transport","Петровский,Петроградский",0,1
spb,"Санкт-Петербург, Пискаревский проспект",13230000,35.0,6.5,19.8,1,4,10,,0,2024,monolithBrick,underground,,,30.4088977135887,59.9582992543031,,4,"Площадь Ленина,Новочеркасская,Чернышевская","6,6,8","transport,transport,transport","Большая Охта,Красногвардейский",0,0
spb,"Санкт-Петербург, Василеостровский район, Невская губа",11850000,35.0,14.5,12.5,1,4,19,,,2025,monolith,,without,,30.1826923147,59.9429282832,2,2,"Приморская,Горный институт,Василеостровская","6,9,10","transport,transport,transport","Морской,Василеостровский",0,1
spb,"Санкт-Петербург, Ивинская улица, 19к1",9221320,53.8,,22.8,2,17,24,,1,2023,monolith,,without,,30.128021,60.032587,,,"Комендантский проспект,Старая Деревня,Беговая","11,12,13","transport,transport,transport","Лахта-Ольгино,Приморский",0,0
spb,"2-я Березовая ал., 13-15",160000000,125.0,16.0,12.0,3,3,3,2004,,,monolithBrick,,,,30.288407,59.980492,,,,,,"Чкаловское,Петроградский",0,1
spb,"Санкт-Петербург, Пионерская улица",11933352,21.88,14.4,2.5,1,2,8,,0,2025,,,rough,,30.2845134722134,59.9604870610312,,,"Чкаловская,Спортивная,Петроградская","8,17,4","walk,walk,transport","Чкаловское,Петроградский",0,0
spb,"Санкт-Петербург, Петровский проспект, 9к2",33300000,76.1,26.5,32.0,2,3,9,,1,2024,monolith,underground,without,,30.265935099195,59.9619383819374,,,"Василеостровская,Крестовский остров,Спортивная","5,5,6","transport,transport,transport","Петровский,Петроградский",0,1
spb,"Санкт-Петербург, Миргородская улица",19450000,47.5,17.6,14.8,1,2,9,,0,2025,monolith,underground,without,,30.3694563372924,59.9252000525308,9,,"Площадь Восстания,Площадь Александра Невского,Маяковская","13,13,16","walk,walk,walk","Лиговка-Ямская,Центральный",0,0
spb,"Санкт-Петербург, 2-я Берёзовая аллея, д. 13-15",160000000,125.0,16.0,12.0,3,3,3,2003,,,,,,,30.289026,59.980668,1,,Крестовский остров,6,transport,"Чкаловское,Петроградский",0,1
spb,"г. Санкт-Петербург город, проспект Малоохтинский",11213489,27.62,3.7,15.2,1,6,9,,0,2024,,underground,without,,30.4057134308945,59.9380727109185,,,"Новочеркасская,Площадь Александра Невского,Ладожская","14,4,4","walk,transport,transport","Малая Охта,Красногвардейский",0,0
spb,"Санкт-Петербург, территория Усть-Славянка, Славянская улица, 8",11400000,51.3,13.7,23.4,2,23,23,2023,,,monolithBrick,underground,,1,30.526146,59.833176,2,1,Рыбацкое,15,walk,"Рыбацкое,Невский",0,1
spb,"Санкт-Петербург, Пискаревский проспект",20720000,67.6,13.9,36.8,2,5,10,,0,2024,monolithBrick,underground,,,30.4088977135887,59.9582992543031,,4,"Площадь Ленина,Новочеркасская,Чернышевская","6,6,8","transport,transport,transport","Большая Охта,Красногвардейский",0,0
spb,"Санкт-Петербург, Студенческая улица, 14к2",22990000,75.67,14.1,42.2,3,2,14,2022,,,monolith,underground,,0,30.326872,59.991754,1,1,"Лесная,Пионерская,Выборгская","20,5,6","walk,transport,transport","Чёрная речка,Приморский",0,1
spb,"Санкт-Петербург, Малая Зеленина улица, 4",32399940,87.9,,,2,2,9,,0,2025,monolithBrick,underground,without,,30.2820885522513,59.9622383546934,,2,"Чкаловская,Спортивная,Крестовский остров","8,20,2","walk,walk,transport","Чкаловское,Петроградский",0,0
